"bfi_1"	"bfi_2"	"bfi_3"	"bfi_4"	"bfi_5"	"bfi_6"	"bfi_7"	"bfi_8"	"bfi_9"	"bfi_10"	"bfi_11"	"bfi_12"	"bfi_13"	"bfi_14"	"bfi_15"	"bfi_16"	"bfi_17"	"bfi_18"	"bfi_19"	"bfi_20"	"bfi_21"	"bfi_22"	"bfi_23"	"bfi_24"	"bfi_25"	"bfi_26"	"bfi_27"	"bfi_28"	"bfi_29"	"bfi_30"	"bfi_31"	"bfi_32"	"bfi_33"	"bfi_34"	"bfi_35"	"bfi_36"	"bfi_37"	"bfi_38"	"bfi_39"	"bfi_40"	"bfi_41"	"bfi_42"	"bfi_43"	"bfi_44"	"AgainstAbortion"	"AgainstGayMarriage"	"AgainstUniversalHealthcare"	"AgainstTaxingTheRich"	"ConservativeIdeology"	"PoliticalInterest"	"Vote"	"YearOfBirth"	"Gender"	"Race"	"EducationLevel"	"IncomeLevel"	"State"
"agree a little"	"disagree strongly "	"agree a little"	"disagree strongly "	"disagree strongly "	"disagree a little"	"disagree a little"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"agree a little"	"agree strongly"	"agree a little"	"agree a little"	"agree a little"	"agree strongly"	"agree strongly"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"neither agree nor disagree"	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"neither agree nor disagree"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree a little"	"abortion should always be legal."	"strongly favor"	"gov should provide everyone with health care"	"strongly oppose"	"liberal"	"very much interested"	"i voted for barack obama"	1956	"female"	"white"	"college graduate"	"$70,000 - $79,999"	"california"
"agree strongly"	"neither agree nor disagree"	"agree a little"	"disagree strongly "	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree strongly"	"agree a little"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"abortion should always be legal."	"strongly favor"	"companies should be required to provide health insurance"	"somewhat favor"	"very liberal"	"very much interested"	"i voted for barack obama"	1940	"male"	"white"	"high school graduate"	"$30,000 - $39,999"	"new jersey"
"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"disagree strongly "	"agree strongly"	"agree a little"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"disagree a little"	"disagree a little"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree a little"	"agree a little"	"agree strongly"	"agree strongly"	"abortion should be legal with some restrictions."	"strongly favor"	"gov should provide everyone with health care"	"strongly favor"	"very liberal"	"very much interested"	"i voted for barack obama"	1951	"male"	"white"	"some college"	"$150,000 or more"	"new jersey"
"agree strongly"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"disagree a little"	"agree strongly"	"disagree a little"	"agree a little"	"agree strongly"	"agree a little"	"disagree strongly "	"disagree strongly "	"agree strongly"	"agree strongly"	"agree a little"	"agree strongly"	"agree a little"	"disagree strongly "	"agree strongly"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"abortion should only be legal in special circumstances."	"strongly oppose"	"health insurance should be voluntary"	"somewhat oppose"	"very conservative"	"very much interested"	"i voted for john mccain"	1977	"female"	"white"	"high school graduate"	"$20,000 - $24,999"	"virginia"
"disagree a little"	"disagree a little"	"agree strongly"	"disagree a little"	"agree a little"	"agree strongly"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"agree a little"	"disagree a little"	"disagree strongly "	"agree strongly"	"disagree a little"	"agree a little"	"disagree a little"	"agree a little"	"disagree strongly "	"disagree a little"	"agree a little"	"agree strongly"	"agree a little"	"disagree a little"	"agree strongly"	"agree a little"	"disagree strongly "	"disagree a little"	"agree strongly"	"disagree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"disagree strongly "	"disagree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"disagree a little"	"agree a little"	"disagree a little"	"disagree a little"	"abortion should only be legal in special circumstances."	"somewhat favor"	"companies should be required to provide health insurance"	"strongly favor"	"liberal"	"somewhat interested"	"i voted for barack obama"	1984	"female"	"white"	"college graduate"	"$60,000 - $69,999"	"illinois"
"agree strongly"	"disagree a little"	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"agree strongly"	"disagree strongly "	"neither agree nor disagree"	"agree a little"	"disagree a little"	"disagree strongly "	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"agree strongly"	"disagree strongly "	"disagree strongly "	"agree strongly"	"agree a little"	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"agree strongly"	"agree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree strongly"	"abortion should be illegal. it should never be allowed."	"strongly oppose"	"health insurance should be voluntary"	"strongly oppose"	"moderate"	"very much interested"	"i voted for john mccain"	1962	"female"	"white"	"college graduate"	"$40,000 - $49,999"	"new hampshire"
"agree strongly"	"agree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree strongly"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree a little"	"agree a little"	"agree strongly"	"agree strongly"	"disagree strongly "	"neither agree nor disagree"	"agree a little"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"agree strongly"	"disagree strongly "	"neither agree nor disagree"	"agree a little"	"agree strongly"	"disagree strongly "	"disagree strongly "	"agree a little"	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree strongly "	"agree strongly"	"disagree strongly "	"disagree a little"	"abortion should be illegal. it should never be allowed."	"strongly oppose"	"health insurance should be voluntary"	"strongly favor"	"very conservative"	"very much interested"	"i voted for john mccain"	1951	"male"	"white"	"college graduate"	"$100,000 - $119,999"	"oregon"
"disagree a little"	"agree strongly"	"agree strongly"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"disagree a little"	"disagree a little"	"agree strongly"	"agree a little"	"agree strongly"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree strongly"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"disagree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"abortion should be legal with some restrictions."	"strongly favor"	"gov should provide everyone with health care"	"somewhat favor"	"very liberal"	"very much interested"	"i voted for barack obama"	1986	"female"	"white"	"some college"	"$50,000 - $59,999"	"arizona"
"disagree a little"	"agree a little"	"agree a little"	"disagree strongly "	"agree a little"	"agree strongly"	"disagree a little"	"disagree a little"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"disagree a little"	"agree strongly"	"agree strongly"	"agree a little"	"agree a little"	"disagree strongly "	"disagree a little"	"agree a little"	"agree a little"	"agree strongly"	"disagree strongly "	"disagree strongly "	"neither agree nor disagree"	"agree a little"	"disagree strongly "	"agree strongly"	"disagree a little"	"agree strongly"	"agree a little"	"agree strongly"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree a little"	"agree a little"	"agree a little"	"agree strongly"	"agree strongly"	"disagree a little"	"agree a little"	"agree strongly"	"disagree strongly "	"abortion should only be legal in special circumstances."	"somewhat oppose"	"health insurance should be voluntary"	"strongly oppose"	"conservative"	"very much interested"	"i voted for one of the other candidates "	1974	"male"	"white"	"high school graduate"	"$60,000 - $69,999"	"idaho"
"disagree a little"	"disagree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"disagree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree a little"	"disagree a little"	"agree a little"	"disagree a little"	"agree a little"	"disagree a little"	"agree a little"	"disagree a little"	"agree a little"	"abortion should always be legal."	"strongly favor"	"gov should provide everyone with health care"	"strongly favor"	"very liberal"	"very much interested"	"i voted for barack obama"	1983	"male"	"hispanic"	"some college"	"$50,000 - $59,999"	"texas"
"agree strongly"	"neither agree nor disagree"	"agree strongly"	"disagree strongly "	"neither agree nor disagree"	"agree a little"	"agree strongly"	"agree a little"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"disagree strongly "	"agree strongly"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"disagree a little"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"neither agree nor disagree"	"agree a little"	"agree a little"	"disagree a little"	"agree a little"	"agree strongly"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"disagree strongly "	"agree a little"	"neither agree nor disagree"	"neither agree nor disagree"	"neither agree nor disagree"	"agree strongly"	"neither agree nor disagree"	"neither agree nor disagree"	"abortion should be legal with some restrictions."	"somewhat favor"	"health insurance should be voluntary"	"somewhat oppose"	"moderate"	"somewhat interested"	"i voted for john mccain"	1965	"male"	"white"	"high school graduate"	"$80,000 - $99,999"	"tennessee"
"agree strongly"	"agree strongly"	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"agree a little"	"agree strongly"	"agree a little"	"agree strongly"	"neither agree nor disagree"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"agree a little"	"agree a little"	"agree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"agree strongly"	"agree strongly"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"agree a little"	"neither agree nor disagree"	"disagree a little"	"agree a little"	"disagree strongly "	"neither agree nor disagree"	"agree strongly"	"agree a little"	"abortion should always be legal."	"strongly favor"	"gov should provide everyone with health care"	"strongly favor"	"very liberal"	"very much interested"	"i voted for barack obama"	1957	"female"	"other"	"some college"	"$150,000 or more"	"california"
